democrat				republican			
Token	LL	F	F2	Token	LL	F	F2
hospitalizations	45.89	2.65	0.97	hospitalizations	45.89	0.97	2.65
tennesseans	45.82	0.0	0.61	tennesseans	45.82	0.61	0.0
terrific	45.75	0.04	0.79	terrific	45.75	0.79	0.04
prayer	45.57	0.17	1.17	prayer	45.57	1.17	0.17
dallas	45.26	0.02	0.71	dallas	45.26	0.71	0.02
business	45.03	6.17	9.73	business	45.03	9.73	6.17
officials	44.86	4.19	7.2	officials	44.86	7.2	4.19
milwaukee	44.83	0.56	0.0	milwaukee	44.83	0.0	0.56
pennsylvania's	44.83	0.56	0.0	pennsylvania's	44.83	0.0	0.56
al's	44.59	0.0	0.59	al's	44.59	0.59	0.0
forward	44.57	6.05	9.57	forward	44.57	9.57	6.05
why	44.45	7.43	4.4	why	44.45	4.4	7.43
ranchers	44.42	0.12	1.0	ranchers	44.42	1.0	0.12
social	44.13	8.84	5.5	social	44.13	5.5	8.84
violent	44.12	0.21	1.24	violent	44.12	1.24	0.21
should	43.98	8.91	5.57	should	43.98	5.57	8.91
deserves	43.8	1.56	0.38	deserves	43.8	0.38	1.56
michigan	43.79	0.77	0.05	michigan	43.79	0.05	0.77
required	43.78	2.44	0.87	required	43.78	0.87	2.44
get	43.74	20.82	15.52	get	43.74	15.52	20.82
town	43.74	1.92	4.07	town	43.74	4.07	1.92
matter	43.74	2.57	0.96	matter	43.74	0.96	2.57
home	43.54	14.56	10.2	home	43.54	10.2	14.56
kim	43.52	0.31	1.43	kim	43.52	1.43	0.31
fiscal	43.43	0.36	1.55	fiscal	43.43	1.55	0.36
ar	43.41	0.15	1.09	ar	43.41	1.09	0.15
vermont's	43.35	0.0	0.58	vermont's	43.35	0.58	0.0
argusleader.com	43.35	0.0	0.58	argusleader.com	43.35	0.58	0.0
www.wmur.com	43.35	0.0	0.58	www.wmur.com	43.35	0.58	0.0
seattletimes.com	43.28	0.54	0.0	seattletimes.com	43.28	0.0	0.54
black	43.24	2.54	0.94	black	43.24	0.94	2.54
clean	43.08	2.48	0.91	clean	43.08	0.91	2.48
historic	43.04	1.42	3.31	historic	43.04	3.31	1.42
omaha	42.87	0.02	0.68	omaha	42.87	0.68	0.02
pua	42.7	0.81	0.07	pua	42.7	0.07	0.81
that	42.49	60.95	51.72	that	42.49	51.72	60.95
cooper's	42.46	0.69	0.03	cooper's	42.46	0.03	0.69
backwards	42.46	0.69	0.03	backwards	42.46	0.03	0.69
tim	42.44	1.5	0.36	tim	42.44	0.36	1.5
daily	42.37	5.03	2.65	daily	42.37	2.65	5.03
it	42.2	37.36	30.24	it	42.2	30.24	37.36
choppin	42.11	0.0	0.56	choppin	42.11	0.56	0.0
bryant	42.11	0.0	0.56	bryant	42.11	0.56	0.0
grand	42.06	0.25	1.28	grand	42.06	1.28	0.25
action	41.94	5.38	2.92	action	41.94	2.92	5.38
4pm	41.92	0.85	0.08	4pm	41.92	0.08	0.85
support	41.91	14.73	19.82	support	41.91	19.82	14.73
make	41.87	19.77	14.71	make	41.87	14.71	19.77
coronaviru	41.74	0.61	0.02	coronaviru	41.74	0.02	0.61
walz's	41.74	0.52	0.0	walz's	41.74	0.0	0.52
with	41.52	64.08	74.21	with	41.52	74.21	64.08
distancing	41.46	6.76	3.97	distancing	41.46	3.97	6.76
mansion	41.4	0.15	1.05	mansion	41.4	1.05	0.15
laura	41.35	0.88	0.1	laura	41.35	0.1	0.88
candidates	41.25	2.38	0.87	candidates	41.25	0.87	2.38
too	41.08	4.76	2.49	too	41.08	2.49	4.76
save	41.0	4.09	2.01	save	41.0	2.01	4.09
az	40.9	0.19	1.14	az	40.9	1.14	0.19
www.covidguidance.nh.gov	40.87	0.0	0.54	www.covidguidance.nh.gov	40.87	0.54	0.0
memphis	40.87	0.0	0.54	memphis	40.87	0.54	0.0
nd's	40.87	0.0	0.54	nd's	40.87	0.54	0.0
mississippi's	40.87	0.0	0.54	mississippi's	40.87	0.54	0.0
ceremony	40.87	0.61	1.96	ceremony	40.87	1.96	0.61
doesn't	40.78	2.48	0.94	doesn't	40.78	0.94	2.48
out	40.76	23.76	18.25	out	40.76	18.25	23.76
gotv	40.59	0.83	0.08	gotv	40.59	0.08	0.83
honor	40.32	4.88	7.91	honor	40.32	7.91	4.88
happening	40.28	2.44	0.92	happening	40.28	0.92	2.44
canvassing	40.26	0.6	0.02	canvassing	40.26	0.02	0.6
praying	40.23	0.35	1.45	praying	40.23	1.45	0.35
baton	40.19	0.5	0.0	baton	40.19	0.0	0.5
nmvote.org	40.19	0.5	0.0	nmvote.org	40.19	0.0	0.5
guadagno	40.19	0.5	0.0	guadagno	40.19	0.0	0.5
performed	40.05	0.86	0.1	performed	40.05	0.1	0.86
virus	40.02	7.49	4.58	virus	40.02	4.58	7.49
protections	39.66	1.48	0.38	protections	39.66	0.38	1.48
gage	39.63	0.0	0.53	gage	39.63	0.53	0.0
coronavirus.idaho.gov	39.63	0.0	0.53	coronavirus.idaho.gov	39.63	0.53	0.0
hoosier	39.63	0.0	0.53	hoosier	39.63	0.53	0.0
jeppesen	39.63	0.0	0.53	jeppesen	39.63	0.53	0.0
ron	39.4	0.15	1.02	ron	39.4	1.02	0.15
state	39.38	50.56	59.35	state	39.38	59.35	50.56
hosting	38.98	1.29	3.0	hosting	38.98	3.0	1.29
below	38.83	1.98	4.0	below	38.83	4.0	1.98
agriculture	38.8	0.79	2.21	agriculture	38.8	2.21	0.79
hawaiian	38.78	0.58	0.02	hawaiian	38.78	0.02	0.58
join	38.68	9.16	13.08	join	38.68	13.08	9.16
right	38.67	9.66	6.36	right	38.67	6.36	9.66
sussex	38.65	0.48	0.0	sussex	38.65	0.0	0.48
karyl	38.65	0.48	0.0	karyl	38.65	0.0	0.48
rattay	38.65	0.48	0.0	rattay	38.65	0.0	0.48
rouge	38.65	0.48	0.0	rouge	38.65	0.0	0.48
facebook.com/governordavidige	38.65	0.48	0.0	facebook.com/governordavidige	38.65	0.0	0.48
discrimination	38.41	0.88	0.12	discrimination	38.41	0.12	0.88
edwards	38.41	0.88	0.12	edwards	38.41	0.12	0.88
billlee.com/vote	38.39	0.0	0.51	billlee.com/vote	38.39	0.51	0.0
boise	38.39	0.0	0.51	boise	38.39	0.51	0.0
kristiforgovernor.com	38.39	0.0	0.51	kristiforgovernor.com	38.39	0.51	0.0
hands	38.1	3.96	1.98	hands	38.1	1.98	3.96
success	38.08	1.25	2.92	success	38.08	2.92	1.25
stand	38.05	4.69	2.5	stand	38.05	2.5	4.69
spread	38.02	13.27	9.37	spread	38.02	9.37	13.27
highlighted	38.01	0.19	1.09	highlighted	38.01	1.09	0.19
tested	37.7	4.49	2.37	tested	37.7	2.37	4.49
mandate	37.64	1.34	0.33	mandate	37.64	0.33	1.34
project	37.63	1.09	2.67	project	37.63	2.67	1.09
ga	37.46	0.21	1.12	ga	37.46	1.12	0.21
flooding	37.32	0.5	1.68	flooding	37.32	1.68	0.5
now	37.16	22.17	17.08	now	37.16	17.08	22.17
pierre	37.15	0.0	0.49	pierre	37.15	0.49	0.0
reagan	37.15	0.0	0.49	reagan	37.15	0.49	0.0
statesman.com	37.15	0.0	0.49	statesman.com	37.15	0.49	0.0
governor.nebraska.gov	37.15	0.0	0.49	governor.nebraska.gov	37.15	0.49	0.0
august	37.12	0.65	1.94	august	37.12	1.94	0.65
kansan	37.1	0.46	0.0	kansan	37.1	0.0	0.46
mainers	37.1	0.46	0.0	mainers	37.1	0.0	0.46
immigrant	37.1	0.46	0.0	immigrant	37.1	0.0	0.46
nys	37.1	0.46	0.0	nys	37.1	0.0	0.46
nj's	37.1	0.46	0.0	nj's	37.1	0.0	0.46
kindergarten	36.94	0.9	0.13	kindergarten	36.94	0.13	0.9
private	36.92	0.85	2.26	private	36.92	2.26	0.85
birthday	36.87	1.08	2.62	birthday	36.87	2.62	1.08
canada	36.82	0.06	0.72	canada	36.82	0.72	0.06
christmas	36.8	0.44	1.56	christmas	36.8	1.56	0.44
still	36.79	7.36	4.58	still	36.79	4.58	7.36
service	36.76	5.44	8.45	service	36.76	8.45	5.44
let's	36.75	7.38	4.6	let's	36.75	4.6	7.38
il	36.73	0.61	0.03	il	36.73	0.03	0.61
people	36.64	22.9	17.76	people	36.64	17.76	22.9
wonderful	36.42	1.34	3.01	wonderful	36.42	3.01	1.34
safe	36.41	14.21	10.25	safe	36.41	10.25	14.21
saturday	36.27	1.65	3.46	saturday	36.27	3.46	1.65
yellow	36.27	1.15	0.25	yellow	36.27	0.25	1.15
baker	36.22	0.13	0.92	baker	36.22	0.92	0.13
iraq	36.19	0.81	0.1	iraq	36.19	0.1	0.81
grow	36.11	1.23	2.83	grow	36.11	2.83	1.23
medicaid	36.07	1.82	0.61	medicaid	36.07	0.61	1.82
community	36.05	14.44	10.46	community	36.05	10.46	14.44
baker-polito	35.92	0.0	0.48	baker-polito	35.92	0.48	0.0
402-471-1970	35.92	0.0	0.48	402-471-1970	35.92	0.48	0.0
pinkerman	35.92	0.0	0.48	pinkerman	35.92	0.48	0.0
402-471-1967	35.92	0.0	0.48	402-471-1967	35.92	0.48	0.0
nebraska's	35.92	0.0	0.48	nebraska's	35.92	0.48	0.0
chattanooga	35.92	0.0	0.48	chattanooga	35.92	0.48	0.0
listening	35.81	1.5	0.43	listening	35.81	0.43	1.5
ohio's	35.75	0.02	0.58	ohio's	35.75	0.58	0.02
stake	35.71	0.88	0.13	stake	35.71	0.13	0.88
fran	35.71	0.06	0.71	fran	35.71	0.71	0.06
s	35.65	11.35	15.48	s	35.65	15.48	11.35
pray	35.57	0.31	1.28	pray	35.57	1.28	0.31
island's	35.56	0.44	0.0	island's	35.56	0.0	0.44
minnesotan	35.56	0.44	0.0	minnesotan	35.56	0.0	0.44
oregonlive.com	35.56	0.44	0.0	oregonlive.com	35.56	0.0	0.44
wilmington	35.56	0.44	0.0	wilmington	35.56	0.0	0.44
curve	35.49	1.98	0.71	curve	35.49	0.71	1.98
others	35.44	6.82	4.2	others	35.44	4.2	6.82
congratulations	35.38	3.13	5.45	congratulations	35.38	5.45	3.13
fairer	35.33	0.75	0.08	fairer	35.33	0.08	0.75
toll-free	35.33	0.75	0.08	toll-free	35.33	0.08	0.75
elections	35.17	1.58	0.48	elections	35.17	0.48	1.58
find	35.16	9.01	5.96	find	35.16	5.96	9.01
continues	35.08	2.27	4.28	continues	35.08	4.28	2.27
can	35.08	33.52	27.36	can	35.08	27.36	33.52
approximately	34.97	0.29	1.24	approximately	34.97	1.24	0.29
las	34.85	1.48	0.43	las	34.85	0.43	1.48
edt	34.68	0.0	0.46	edt	34.68	0.46	0.0
ohioans	34.68	0.0	0.46	ohioans	34.68	0.46	0.0
maryvale	34.68	0.0	0.46	maryvale	34.68	0.46	0.0
enhance	34.66	0.21	1.07	enhance	34.66	1.07	0.21
cabinet	34.62	0.4	1.45	cabinet	34.62	1.45	0.4
wmur.com	34.57	0.02	0.56	wmur.com	34.57	0.56	0.02
the	34.45	222.26	239.11	the	34.45	239.11	222.26
real	34.42	3.0	1.38	real	34.42	1.38	3.0
low	34.35	1.08	2.55	low	34.35	2.55	1.08
folks	34.32	3.98	2.08	folks	34.32	2.08	3.98
commonwealth's	34.27	0.04	0.63	commonwealth's	34.27	0.63	0.04
youtube.com	34.22	5.01	7.81	youtube.com	34.22	7.81	5.01
award	34.17	0.52	1.65	award	34.17	1.65	0.52
going	34.05	8.87	5.9	going	34.05	5.9	8.87
mahalo	34.01	0.42	0.0	mahalo	34.01	0.0	0.42
newark	34.01	0.42	0.0	newark	34.01	0.0	0.42
reno	34.01	0.42	0.0	reno	34.01	0.0	0.42
oregonian	34.01	0.42	0.0	oregonian	34.01	0.0	0.42
ri's	34.01	0.42	0.0	ri's	34.01	0.0	0.42
gillespie's	34.01	0.42	0.0	gillespie's	34.01	0.0	0.42
partnership	33.91	1.69	3.44	partnership	33.91	3.44	1.69
numbers	33.91	2.96	1.37	numbers	33.91	1.37	2.96
gender	33.89	0.58	0.03	gender	33.89	0.03	0.58
nyc	33.89	0.58	0.03	nyc	33.89	0.03	0.58
lady	33.73	0.73	1.99	lady	33.73	1.99	0.73
springfield	33.51	1.27	0.33	springfield	33.51	0.33	1.27
unborn	33.44	0.0	0.44	unborn	33.44	0.44	0.0
reeves	33.44	0.0	0.44	reeves	33.44	0.44	0.0
azgovernor.gov	33.44	0.0	0.44	azgovernor.gov	33.44	0.44	0.0
violence	33.4	3.02	1.42	violence	33.4	1.42	3.02
what's	33.14	2.34	0.97	what's	33.14	0.97	2.34
epidemiology	33.14	0.08	0.72	epidemiology	33.14	0.72	0.08
hunting	33.14	0.04	0.61	hunting	33.14	0.61	0.04
won't	33.09	2.59	1.14	won't	33.09	1.14	2.59
year	33.06	8.53	12.01	year	33.06	12.01	8.53
covid-related	32.88	0.5	0.02	covid-related	32.88	0.02	0.5
oahu	32.88	0.5	0.02	oahu	32.88	0.02	0.5
america	32.85	2.42	4.41	america	32.85	4.41	2.42
republican	32.82	1.58	3.24	republican	32.82	3.24	1.58
farmers	32.77	1.33	2.88	farmers	32.77	2.88	1.33
green	32.72	2.07	0.81	green	32.72	0.81	2.07
washington's	32.71	0.61	0.05	washington's	32.71	0.05	0.61
simple	32.64	1.94	0.72	simple	32.64	0.72	1.94
maria	32.53	0.15	0.91	maria	32.53	0.91	0.15
christie	32.48	0.56	0.03	christie	32.48	0.03	0.56
nvhealthresponse.nv.gov	32.46	0.4	0.0	nvhealthresponse.nv.gov	32.46	0.0	0.4
lepage	32.46	0.4	0.0	lepage	32.46	0.0	0.4
montanan	32.46	0.4	0.0	montanan	32.46	0.0	0.4
homeless	32.42	0.23	1.07	homeless	32.42	1.07	0.23
restrictions	32.39	2.94	1.38	restrictions	32.39	1.38	2.94
positive	32.29	6.19	3.81	positive	32.29	3.81	6.19
fighting	32.27	3.84	2.03	fighting	32.27	2.03	3.84
miami	32.22	0.02	0.53	miami	32.22	0.53	0.02
reynoldsgregg.com	32.2	0.0	0.43	reynoldsgregg.com	32.2	0.43	0.0
women's	32.08	1.71	0.59	women's	32.08	0.59	1.71
streaming	32.05	0.12	0.81	streaming	32.05	0.81	0.12
gulf	32.05	0.12	0.81	gulf	32.05	0.81	0.12
wy	32.01	0.04	0.59	wy	32.01	0.59	0.04
biden	31.94	0.65	0.07	biden	31.94	0.07	0.65
montgomery	31.93	0.17	0.94	montgomery	31.93	0.94	0.17
workers	31.86	9.03	6.11	workers	31.86	6.11	9.03
voted	31.83	1.79	0.64	voted	31.83	0.64	1.79
opening	31.74	1.13	2.57	opening	31.74	2.57	1.13
transgender	31.41	0.48	0.02	transgender	31.41	0.02	0.48
kelly	31.13	1.19	0.31	kelly	31.13	0.31	1.19
mail-in	31.07	0.54	0.03	mail-in	31.07	0.03	0.54
teresa	31.04	0.02	0.51	teresa	31.04	0.51	0.02
rebound	31.02	0.08	0.69	rebound	31.02	0.69	0.08
nddoh	30.96	0.0	0.41	nddoh	30.96	0.41	0.0
video.foxnews.com	30.96	0.0	0.41	video.foxnews.com	30.96	0.41	0.0
casper	30.96	0.0	0.41	casper	30.96	0.41	0.0
pro-life	30.96	0.0	0.41	pro-life	30.96	0.41	0.0
proclamations	30.96	0.0	0.41	proclamations	30.96	0.41	0.0
mass.gov/covid19	30.96	0.0	0.41	mass.gov/covid19	30.96	0.41	0.0
trudi	30.92	0.38	0.0	trudi	30.92	0.0	0.38
pa.gov	30.92	0.38	0.0	pa.gov	30.92	0.0	0.38
pro-choice	30.92	0.38	0.0	pro-choice	30.92	0.0	0.38
wv	30.92	0.38	0.0	wv	30.92	0.0	0.38
doh	30.92	0.38	0.0	doh	30.92	0.0	0.38
continue	30.91	11.72	15.6	continue	30.91	15.6	11.72
insurance	30.7	2.75	1.28	insurance	30.7	1.28	2.75
inclusive	30.62	0.63	0.07	inclusive	30.62	0.07	0.63
benefits	30.47	3.19	1.6	benefits	30.47	1.6	3.19
about	30.41	26.74	21.63	about	30.41	21.63	26.74
plant	30.31	0.25	1.07	plant	30.31	1.07	0.25
moving	30.3	2.27	4.12	moving	30.3	4.12	2.27
responders	30.28	1.42	2.95	responders	30.28	2.95	1.42
you	30.24	61.28	53.42	you	30.24	53.42	61.28
leave	30.12	1.96	0.77	leave	30.12	0.77	1.96
spaces	30.11	1.08	0.26	spaces	30.11	0.26	1.08
california's	29.94	0.46	0.02	california's	29.94	0.02	0.46
feed	29.88	1.63	0.58	feed	29.88	0.58	1.63
dark	29.87	0.71	0.1	dark	29.87	0.1	0.71
cooperation	29.87	0.02	0.49	cooperation	29.87	0.49	0.02
politics	29.74	2.48	1.12	politics	29.74	1.12	2.48
billlee.com/events	29.72	0.0	0.4	billlee.com/events	29.72	0.4	0.0
hampshire's	29.72	0.0	0.4	hampshire's	29.72	0.4	0.0
announce	29.68	2.59	4.53	announce	29.68	4.53	2.59
diseases	29.65	0.15	0.86	diseases	29.65	0.86	0.15
data	29.63	4.96	2.93	data	29.63	2.93	4.96
communities	29.62	11.58	8.35	communities	29.62	8.35	11.58
helenair.com	29.37	0.36	0.0	helenair.com	29.37	0.0	0.36
portal.ct.gov/office-of-the-	29.37	0.36	0.0	portal.ct.gov/office-of-the-	29.37	0.0	0.36
o'ahu	29.37	0.36	0.0	o'ahu	29.37	0.0	0.36
ncdhhs	29.37	0.36	0.0	ncdhhs	29.37	0.0	0.36
nj.com	29.37	0.36	0.0	nj.com	29.37	0.0	0.36
detr	29.37	0.36	0.0	detr	29.37	0.0	0.36
wolf's	29.37	0.36	0.0	wolf's	29.37	0.0	0.36
maine's	29.37	0.36	0.0	maine's	29.37	0.0	0.36
wealthy	29.37	0.36	0.0	wealthy	29.37	0.0	0.36
kauai	29.37	0.36	0.0	kauai	29.37	0.0	0.36
meeting	29.3	2.88	4.89	meeting	29.3	4.89	2.88
ak	28.92	0.08	0.66	ak	28.92	0.66	0.08
andrea	28.88	0.65	0.08	andrea	28.88	0.08	0.65
center	28.85	4.03	6.34	center	28.85	6.34	4.03
law	28.75	5.59	8.25	law	28.75	8.25	5.59
cloth	28.74	1.33	0.41	cloth	28.74	0.41	1.33
dallasnews.com	28.69	0.02	0.48	dallasnews.com	28.69	0.48	0.02
immigrants	28.63	0.69	0.1	immigrants	28.63	0.1	0.69
cheyenne	28.63	0.04	0.54	cheyenne	28.63	0.54	0.04
rebounds	28.49	0.0	0.38	rebounds	28.49	0.38	0.0
forks	28.49	0.0	0.38	forks	28.49	0.38	0.0
yallpolitics.com	28.49	0.0	0.38	yallpolitics.com	28.49	0.38	0.0
fargo	28.49	0.0	0.38	fargo	28.49	0.38	0.0
bluegrass	28.49	0.0	0.38	bluegrass	28.49	0.38	0.0
wsbtv.com	28.49	0.0	0.38	wsbtv.com	28.49	0.38	0.0
sudders	28.49	0.0	0.38	sudders	28.49	0.38	0.0
californians	28.48	0.44	0.02	californians	28.48	0.02	0.44
afterwards	28.48	0.44	0.02	afterwards	28.48	0.02	0.44
deserve	28.41	2.17	0.94	deserve	28.41	0.94	2.17
personnel	28.31	0.56	1.58	personnel	28.31	1.58	0.56
bill	28.29	4.01	6.29	bill	28.29	6.29	4.01
michael	28.2	0.46	1.42	michael	28.2	1.42	0.46
documents	28.19	0.17	0.87	documents	28.19	0.87	0.17
gold	28.06	0.12	0.74	gold	28.06	0.74	0.12
regulatory	28.06	0.12	0.74	regulatory	28.06	0.74	0.12
tape	27.89	0.1	0.69	tape	27.89	0.69	0.1
major	27.89	1.81	3.41	major	27.89	3.41	1.81
radio	27.86	0.63	1.7	radio	27.86	1.7	0.63
covid19.ca.gov	27.83	0.35	0.0	covid19.ca.gov	27.83	0.0	0.35
digest	27.83	0.35	0.0	digest	27.83	0.0	0.35
barnes	27.83	0.35	0.0	barnes	27.83	0.0	0.35
coronavirus.health.ny.gov	27.83	0.35	0.0	coronavirus.health.ny.gov	27.83	0.0	0.35
indoor	27.82	1.31	0.41	indoor	27.82	0.41	1.31
dropped	27.76	0.19	0.91	dropped	27.76	0.91	0.19
no	27.75	10.93	7.89	no	27.75	7.89	10.93
disaster	27.75	1.38	2.82	disaster	27.75	2.82	1.38
amendment	27.63	0.36	1.24	amendment	27.63	1.24	0.36
tell	27.6	2.07	0.89	tell	27.6	0.89	2.07
rules	27.47	2.17	0.96	rules	27.47	0.96	2.17
tests	27.42	5.67	3.56	tests	27.42	3.56	5.67
thing	27.4	2.86	1.43	thing	27.4	1.43	2.86
gavin	27.29	0.54	0.05	gavin	27.29	0.05	0.54
burdensome	27.25	0.0	0.36	burdensome	27.25	0.36	0.0
coronavirus.health.ok.gov	27.25	0.0	0.36	coronavirus.health.ok.gov	27.25	0.36	0.0
indiana's	27.25	0.0	0.36	indiana's	27.25	0.36	0.0
louisville	27.25	0.0	0.36	louisville	27.25	0.36	0.0
ceremonially	27.25	0.0	0.36	ceremonially	27.25	0.36	0.0
concord	27.25	0.0	0.36	concord	27.25	0.36	0.0
billlee.com/volunteer	27.25	0.0	0.36	billlee.com/volunteer	27.25	0.36	0.0
mississippians	27.25	0.0	0.36	mississippians	27.25	0.36	0.0
billion	27.2	1.27	2.64	billion	27.2	2.64	1.27
commit	27.1	0.92	0.21	commit	27.1	0.21	0.92
lisa	27.02	0.42	0.02	lisa	27.02	0.02	0.42
louisiana's	27.02	0.42	0.02	louisiana's	27.02	0.02	0.42
gut	27.02	0.42	0.02	gut	27.02	0.02	0.42
activists	27.02	0.42	0.02	activists	27.02	0.02	0.42
growing	26.99	1.06	2.32	growing	26.99	2.32	1.06
facebook.com	26.91	1.46	2.9	facebook.com	26.91	2.9	1.46
innovation	26.9	0.71	1.8	innovation	26.9	1.8	0.71
annual	26.9	1.71	3.24	annual	26.9	3.24	1.71
thankful	26.86	0.81	1.94	thankful	26.86	1.94	0.81
chris	26.85	0.36	1.22	chris	26.85	1.22	0.36
science	26.65	2.34	1.09	science	26.65	1.09	2.34
et	26.65	0.86	2.03	et	26.65	2.03	0.86
update	26.6	12.31	15.98	update	26.6	15.98	12.31
we've	26.43	6.99	4.66	we've	26.43	4.66	6.99
education	26.36	6.59	9.32	education	26.36	9.32	6.59
approving	26.36	0.02	0.44	approving	26.36	0.44	0.02
nashville	26.36	0.02	0.44	nashville	26.36	0.44	0.02
kathy	26.35	0.61	0.08	kathy	26.35	0.08	0.61
good-paying	26.34	0.94	0.23	good-paying	26.34	0.23	0.94
cohen	26.28	0.33	0.0	cohen	26.28	0.0	0.33
events.vademocrats.org	26.28	0.33	0.0	events.vademocrats.org	26.28	0.0	0.33
gina's	26.28	0.33	0.0	gina's	26.28	0.0	0.33
riers	26.28	0.33	0.0	riers	26.28	0.0	0.33
parish	26.28	0.33	0.0	parish	26.28	0.0	0.33
pre-existing	26.28	0.33	0.0	pre-existing	26.28	0.0	0.33
schall	26.28	0.33	0.0	schall	26.28	0.0	0.33
register.votespa.com	26.28	0.33	0.0	register.votespa.com	26.28	0.0	0.33
pennsylvanian	26.28	0.33	0.0	pennsylvanian	26.28	0.0	0.33
rc	26.28	0.33	0.0	rc	26.28	0.0	0.33
widepthealthservices	26.28	0.33	0.0	widepthealthservices	26.28	0.0	0.33
age	26.26	1.86	0.77	age	26.26	0.77	1.86
interview	26.2	0.56	1.53	interview	26.2	1.53	0.56
shouldn't	26.17	1.09	0.31	shouldn't	26.17	0.31	1.09
so	26.17	18.46	14.54	so	26.17	14.54	18.46
someone	26.15	2.04	0.89	someone	26.15	0.89	2.04
injustice	26.11	0.69	0.12	injustice	26.11	0.12	0.69
minneapolis	26.11	0.69	0.12	minneapolis	26.11	0.12	0.69
rt	26.08	1.65	0.64	rt	26.08	0.64	1.65
gov	26.01	16.19	20.31	gov	26.01	20.31	16.19
netnebraska.org/basic-page/television/live-demand-state-government	26.01	0.0	0.35	netnebraska.org/basic-page/television/live-demand-state-government	26.01	0.35	0.0
knoxville	26.01	0.0	0.35	knoxville	26.01	0.35	0.0
laramie	26.01	0.0	0.35	laramie	26.01	0.35	0.0
governor.arkansas.gov/images/uploads	26.01	0.0	0.35	governor.arkansas.gov/images/uploads	26.01	0.35	0.0
gov.alaska.gov	26.01	0.0	0.35	gov.alaska.gov	26.01	0.35	0.0
bismarck	26.01	0.0	0.35	bismarck	26.01	0.35	0.0
everglades	26.01	0.0	0.35	everglades	26.01	0.35	0.0
production	25.98	0.42	1.3	production	25.98	1.3	0.42
september	25.98	0.42	1.3	september	25.98	1.3	0.42
gang	25.92	0.06	0.56	gang	25.92	0.56	0.06
harvest	25.88	0.15	0.79	harvest	25.88	0.79	0.15
freedoms	25.79	0.08	0.61	freedoms	25.79	0.61	0.08
jobs	25.79	5.9	8.47	jobs	25.79	8.47	5.9
universal	25.76	0.86	0.2	universal	25.76	0.2	0.86
2:30	25.75	0.83	1.94	2:30	25.75	1.94	0.83
afford	25.65	0.96	0.25	afford	25.65	0.25	0.96
lives	25.61	8.76	6.16	lives	25.61	6.16	8.76
there's	25.58	3.17	1.7	there's	25.58	1.7	3.17
momentum	25.58	0.58	1.55	momentum	25.58	1.55	0.58
our	25.54	84.94	93.97	our	25.54	93.97	84.94
racial	25.53	1.23	0.4	racial	25.53	0.4	1.23
they're	25.53	2.48	1.2	they're	25.53	1.2	2.48
seattle	25.48	0.46	0.03	seattle	25.48	0.03	0.46
sacrifice	25.42	0.86	1.99	sacrifice	25.42	1.99	0.86
tate	25.28	0.04	0.49	tate	25.28	0.49	0.04
affordable	25.13	2.23	1.04	affordable	25.13	1.04	2.23
3/3	25.12	0.12	0.69	3/3	25.12	0.69	0.12
knocking	25.11	1.13	0.35	knocking	25.11	0.35	1.13
heard	25.1	2.54	1.25	heard	25.1	1.25	2.54
difficult	25.08	2.88	1.5	difficult	25.08	1.5	2.88
leaders	25.0	5.78	8.29	leaders	25.0	8.29	5.78
researchers	24.96	0.63	0.1	researchers	24.96	0.1	0.63
knows	24.88	1.38	0.49	knows	24.88	0.49	1.38
one.idaho.gov	24.77	0.0	0.33	one.idaho.gov	24.77	0.33	0.0
kxan.com	24.77	0.0	0.33	kxan.com	24.77	0.33	0.0
baltimore.cbslocal.com	24.77	0.0	0.33	baltimore.cbslocal.com	24.77	0.33	0.0
delta	24.77	0.0	0.33	delta	24.77	0.33	0.0
peach	24.77	0.0	0.33	peach	24.77	0.33	0.0
okla	24.77	0.0	0.33	okla	24.77	0.33	0.0
kdhe	24.73	0.31	0.0	kdhe	24.73	0.0	0.31
gov.la.gov	24.73	0.31	0.0	gov.la.gov	24.73	0.0	0.31
pa'ians	24.73	0.31	0.0	pa'ians	24.73	0.0	0.31
dlir	24.73	0.31	0.0	dlir	24.73	0.0	0.31
fe	24.73	0.31	0.0	fe	24.73	0.0	0.31
albuquerque	24.73	0.31	0.0	albuquerque	24.73	0.0	0.31
trump's	24.73	1.67	0.68	trump's	24.73	0.68	1.67
every	24.54	12.89	9.75	every	24.54	9.75	12.89
foster	24.49	0.42	1.27	foster	24.49	1.27	0.42
high-quality	24.42	0.81	0.18	high-quality	24.42	0.18	0.81
university	24.38	0.88	1.99	university	24.38	1.99	0.88
long	24.34	3.76	2.17	long	24.34	2.17	3.76
power	24.32	2.65	1.35	power	24.32	1.35	2.65
frequently	24.2	1.23	0.41	frequently	24.2	0.41	1.23
constitutional	24.19	0.19	0.84	constitutional	24.19	0.84	0.19
reality	24.19	1.42	0.53	reality	24.19	0.53	1.42
pictures	24.18	0.04	0.48	pictures	24.18	0.48	0.04
tulsa	24.18	0.04	0.48	tulsa	24.18	0.48	0.04
away	24.13	3.5	1.98	away	24.13	1.98	3.5
nose	24.13	0.54	0.07	nose	24.13	0.07	0.54
daca	24.12	0.38	0.02	daca	24.12	0.02	0.38
evil	24.03	0.02	0.41	evil	24.03	0.41	0.02
its	23.88	5.28	7.63	its	23.88	7.63	5.28
